target_id,X_SynCom_A_T42_repeat_L1,X_SynCom_B_T42_repeat_L1,X_SynCom_C_T42_repeat_L1,X_SynCom_A_T53_repeat_L1,X_SynCom_B_T53_repeat_L1,X_SynCom_C_T53_repeat_L1,X_SynCom_A_T71_repeat_L1,X_SynCom_B_T71_repeat_L1,X_SynCom_C_T71_repeat_L1,X_R12_A_T77_repeat_L1,X_R12_B_T77_repeat_L1,X_R12_C_T77_repeat_L1,X_R12_A_T95_repeat_L1,X_R12_B_T95_repeat_L1,X_R12_C_T95_repeat_L1,X_SynCom_A_T95_repeat_L1,X_SynCom_B_T95_repeat_L1,X_SynCom_C_T95_repeat_L1,X_R12_A_T119_repeat_L1,X_R12_B_T119_repeat_L1,X_R12_C_T119_repeat_L1,X_SynCom_A_T142_repeat_L1,X_SynCom_B_T142_repeat_L1,X_SynCom_C_T142_repeat_L1,X_R12_A_T216_repeat_L1,X_R12_B_T216_repeat_L1,X_R12_C_T216_repeat_L1
FW510-R12_contig_1_424,9,5,3,15,1,0,10,11,14,27,22,13,30,25,35,18,12,18,31,15,51,3,5,0,5,18,7
FW510-R12_contig_1_425,4,2,9,6,0,0,10,3,13,20,39,5,38,18,24,9,1,10,19,15,45,2,5,0,10,18,8
FW510-R12_contig_1_426,0,2,1,4,3,0,11,1,8,14,20,11,17,17,17,1,10,7,12,5,13,0,0,2,6,13,15
FW510-R12_contig_1_427,559,383,326,426,72,6,762,366,832,2061,1621,1209,2535,1739,2523,466,409,528,1108,1340,1912,532,355,274,476,445,374
FW510-R12_contig_1_428,171,107,145,173,45,3,324,188,269,716,679,370,790,516,673,281,230,286,521,661,916,13,3,7,260,295,259
FW510-R12_contig_1_429,10961,8944,12487,19614,4886,272,56795,31271,39343,27644,29982,13700,78197,49656,62594,48710,41753,36399,70834,85589,97101,540,1239,254,138356,155133,138406
FW510-R12_contig_1_43,158,130,220,308,89,3,375,199,291,1694,1304,598,1584,1056,1146,339,290,359,932,1150,1791,476,304,240,1191,1395,1165
FW510-R12_contig_1_430,1234,738,1080,1752,473,19,2991,1788,2664,3157,4488,2197,5365,3375,4810,2718,2454,2874,3389,4208,6344,36,22,16,1251,1245,924
FW510-R12_contig_1_431,1970,1164,1912,2616,906,38,5397,2544,3550,12673,16088,7436,11165,7075,8245,4107,4809,5647,5869,5917,9772,12,69,9,1061,1094,830
FW510-R12_contig_1_432,1153,679,1374,1184,379,9,2153,1011,1307,5184,6563,2583,4667,3025,3441,1786,1893,1821,2182,2432,3759,9,64,5,369,348,277
FW510-R12_contig_1_433,1254,811,1565,1304,295,10,2484,978,1241,5826,7004,3369,5241,3536,4607,1789,2244,2045,3391,3115,4692,10,55,3,458,436,356
FW510-R12_contig_1_434,762,517,864,702,170,7,1170,459,626,3382,3971,2043,2913,2081,2564,845,988,958,1704,1702,1762,17,72,6,237,168,192
FW510-R12_contig_1_435,3388,2308,2946,2409,605,31,3812,1802,2342,15033,18150,8949,12929,9495,10587,2858,3024,2916,6932,7048,10396,53,185,22,876,753,751
FW510-R12_contig_1_436,1140,706,961,873,168,11,1304,680,839,5781,6215,3228,4849,3640,3692,1023,1063,1019,2517,2588,3083,17,30,10,366,260,293
FW510-R12_contig_1_437,3021,2066,3105,2571,671,29,3902,2126,2776,20573,23664,12072,17232,12647,12725,3121,3313,3327,9644,9629,14322,67,147,59,1176,1055,984
FW510-R12_contig_1_438,672,551,770,532,124,5,753,394,498,4102,4495,2120,3074,2255,2440,545,603,642,1693,1829,2256,14,23,9,208,186,190
FW510-R12_contig_1_439,127,72,79,115,37,0,165,111,118,392,458,244,369,276,312,152,97,81,338,407,531,10,12,12,178,164,167
FW510-R12_contig_1_44,270,153,233,345,87,4,601,304,423,1018,1635,803,1625,1015,1247,521,431,474,1102,1216,1803,5,7,2,326,392,309
FW510-R12_contig_1_440,551,372,570,557,121,8,1184,589,773,1428,1992,927,2589,1653,2106,945,800,730,2276,2375,3329,51,74,28,1290,1510,1337
FW510-R12_contig_1_441,254,184,245,444,94,5,836,468,497,833,1629,652,1893,1358,1805,829,720,710,1167,1427,1914,9,41,8,647,746,636
FW510-R12_contig_1_442,757,407,559,956,336,22,1491,834,1167,1276,2613,1212,3080,1856,3502,1731,1583,1760,2746,3414,5252,16,17,1,1270,1328,1159
FW510-R12_contig_1_443,169,90,170,215,58,2,402,237,299,545,1022,440,1010,550,752,477,413,395,640,868,1101,8,20,4,542,724,571
FW510-R12_contig_1_444,74,41,102,116,30,2,238,90,115,296,496,236,520,340,397,208,213,210,418,469,754,16,25,7,304,397,367
FW510-R12_contig_1_445,377,259,441,460,104,3,1025,444,452,1476,2182,982,2412,1650,1963,931,800,761,1867,2009,3043,26,47,7,1236,1370,1290
FW510-R12_contig_1_446,120,66,86,84,31,0,193,57,108,294,403,165,452,270,361,145,123,126,238,363,447,9,7,2,153,162,160
FW510-R12_contig_1_447,440,227,371,273,100,4,390,239,297,1236,1882,787,1698,1171,1191,353,362,413,1025,1220,1619,6,11,8,379,308,266
FW510-R12_contig_1_448,53,32,64,68,15,0,79,40,48,156,204,93,264,163,244,63,87,75,208,215,326,6,4,1,79,94,91
FW510-R12_contig_1_449,201,175,180,241,58,1,315,204,222,259,530,192,627,441,650,260,173,178,644,631,753,9,14,2,323,316,293
FW510-R12_contig_1_45,224,151,218,216,48,1,310,141,212,894,1091,594,1036,644,852,252,272,285,671,765,1033,3,8,2,168,183,141
FW510-R12_contig_1_450,272,220,302,276,66,3,552,235,292,1142,1489,681,1205,923,1067,389,393,369,968,1117,953,26,33,13,231,266,198
FW510-R12_contig_1_451,104,81,128,200,49,0,401,163,184,593,880,378,798,542,647,283,286,334,673,630,878,3,21,9,123,175,128
FW510-R12_contig_1_452,401,227,325,520,113,4,1013,550,711,1204,1900,855,2531,1621,1844,799,795,805,2123,2155,2723,13,18,1,508,565,545
FW510-R12_contig_1_453,45,33,41,77,14,0,107,56,79,76,177,81,255,141,184,85,62,66,154,192,244,1,2,2,80,108,85
FW510-R12_contig_1_454,27,23,14,54,13,0,46,37,45,108,127,53,113,85,129,36,29,31,100,90,164,5,5,5,52,60,41
FW510-R12_contig_1_455,648,524,626,1058,244,14,2110,1122,1183,2389,3634,1847,3669,2512,2939,1587,1232,1213,2904,3089,3952,13,72,11,1196,1159,1109
FW510-R12_contig_1_456,318,241,260,367,98,2,645,333,451,964,1599,680,1332,981,1177,575,482,497,1078,1046,1550,8,13,9,474,629,443
FW510-R12_contig_1_457,242,169,244,335,50,6,537,333,441,794,1189,503,1302,898,1189,607,488,497,1085,1191,1789,15,28,6,556,761,637
FW510-R12_contig_1_458,859,617,733,1292,334,12,3352,1388,2318,9261,8868,4676,11710,6983,5172,2006,1954,2179,4781,5396,6216,591,413,338,2733,2517,2112
FW510-R12_contig_1_459,179,145,113,440,89,4,863,426,561,1750,1934,941,1969,1501,1810,801,742,718,1874,1792,2385,10,80,9,1311,1196,1150
FW510-R12_contig_1_46,349,226,365,293,77,3,636,315,354,965,1215,586,1722,1216,1326,502,442,441,1325,1406,1719,14,36,9,651,668,604
FW510-R12_contig_1_460,74,55,104,212,33,1,337,167,267,1640,983,460,1207,797,904,386,276,317,1074,979,1326,4,37,6,1282,1291,1148
FW510-R12_contig_1_461,218,173,203,261,68,3,479,263,281,438,829,365,1085,785,928,393,384,351,919,1069,1256,7,23,7,479,533,434
FW510-R12_contig_1_462,524,456,555,585,107,5,1119,544,746,1192,1313,712,2539,1803,2130,876,701,699,2240,2299,3116,25,36,13,1251,1285,947
FW510-R12_contig_1_463,304,170,299,330,73,2,542,315,338,752,999,487,1115,790,898,471,385,338,866,943,1273,8,13,5,326,402,292
FW510-R12_contig_1_464,22,35,22,38,14,0,51,31,49,120,123,62,171,134,108,57,41,36,105,122,212,2,1,1,55,74,75
FW510-R12_contig_1_465,162,99,127,213,46,0,330,183,260,585,631,269,809,519,685,330,270,287,693,786,946,4,12,9,672,680,564
FW510-R12_contig_1_466,123,51,84,65,17,0,66,36,57,200,230,135,314,233,286,48,69,58,171,160,221,1,1,0,17,10,15
FW510-R12_contig_1_467,787,434,622,675,142,10,772,377,455,1869,2207,1101,2446,1573,1962,722,598,627,1312,1254,1845,12,59,5,182,158,135
FW510-R12_contig_1_468,200,137,178,291,56,2,411,186,253,557,738,370,970,589,786,335,313,336,593,665,671,3,16,6,67,58,51
FW510-R12_contig_1_469,261,158,208,414,85,2,738,379,545,715,1089,535,1325,871,1104,577,446,568,803,1136,1343,28,31,16,166,150,142
FW510-R12_contig_1_47,148,79,126,144,31,0,254,110,154,256,397,195,553,315,424,192,129,141,411,445,656,5,1,3,241,293,232
FW510-R12_contig_1_470,118,118,105,221,59,3,426,254,273,465,880,358,1139,785,953,332,191,304,780,1105,1204,5,9,3,494,606,462
FW510-R12_contig_1_471,515,377,680,967,238,13,1990,1005,1163,2334,3789,1884,5165,3700,4040,1708,1607,1613,3977,4103,5739,18,84,15,1018,1152,931
FW510-R12_contig_1_472,99,107,100,101,32,0,288,120,173,586,382,186,639,404,415,138,91,113,229,428,499,4,19,1,213,156,144
FW510-R12_contig_1_473,459,359,449,515,134,1,918,465,610,1853,2173,986,2475,1693,1843,809,657,684,1579,1810,2494,17,62,13,1393,1310,1162
FW510-R12_contig_1_474,87,68,75,102,20,0,165,88,143,702,448,207,446,291,350,109,98,111,303,370,443,8,9,5,182,154,136
FW510-R12_contig_1_475,193,82,116,169,75,0,323,244,294,735,936,438,882,675,568,287,274,304,604,730,1035,7,5,3,222,251,200
FW510-R12_contig_1_476,821,540,833,859,176,4,1619,791,954,1710,2282,1133,3534,2588,2883,1234,1059,936,2983,2863,3918,46,70,12,1560,1802,1489
FW510-R12_contig_1_477,10081,7987,11048,10329,2854,192,20774,8519,13609,50603,56140,27929,57905,36345,46410,16692,13733,13648,27825,36716,48893,54,71,21,10949,11921,10495
FW510-R12_contig_1_478,378,305,371,567,159,11,1255,599,865,2540,2731,1454,3373,2225,2263,1025,893,971,2001,2253,2949,26,18,11,1502,1601,1411
FW510-R12_contig_1_479,284,198,296,346,89,5,659,322,404,1059,1499,670,1538,1024,1299,558,523,508,1209,1265,1861,12,12,1,958,1190,851
FW510-R12_contig_1_48,68,63,88,78,20,0,161,73,95,111,161,72,327,234,314,116,98,86,343,377,555,4,7,4,347,394,448
FW510-R12_contig_1_480,285,212,278,373,70,7,584,342,398,1011,990,514,1616,1098,1173,380,348,327,1200,1257,1829,29,38,9,862,860,780
FW510-R12_contig_1_481,34,16,30,25,12,0,49,42,40,61,108,42,152,102,129,39,53,41,156,153,156,0,3,0,101,96,82
FW510-R12_contig_1_482,74,40,55,82,22,0,115,70,74,132,202,105,300,183,272,112,54,78,279,301,428,5,4,4,219,212,204
FW510-R12_contig_1_483,81,55,52,87,11,0,154,97,105,139,244,115,390,295,356,123,92,97,346,381,437,10,11,4,239,243,231
FW510-R12_contig_1_484,63,68,72,77,15,0,97,77,98,214,284,134,344,252,255,109,122,104,231,276,394,5,7,0,123,151,100
FW510-R12_contig_1_485,62,56,80,104,14,2,95,87,81,250,383,116,411,279,288,121,110,107,237,335,382,3,6,3,164,166,179
FW510-R12_contig_1_486,858,793,879,901,141,10,1414,775,1083,3148,3342,1843,4773,3168,3821,1175,1202,1153,4284,4115,5790,32,68,21,3519,3471,3391
FW510-R12_contig_1_487,70,47,103,76,9,0,190,93,100,583,430,268,626,457,416,111,129,72,353,392,616,2,5,2,237,332,254
FW510-R12_contig_1_488,454,260,453,612,195,5,2871,1291,1753,4596,4987,2612,5446,3817,4396,2493,2170,2172,5053,5357,7177,660,578,286,17693,17857,18138
FW510-R12_contig_1_489,71,52,86,100,31,0,266,148,131,283,450,241,580,465,569,298,248,255,498,527,762,8,24,3,245,339,284
FW510-R12_contig_1_49,480,383,453,538,98,4,883,513,570,732,959,493,2067,1386,1723,736,567,555,2022,1914,3037,14,24,8,2157,2533,2055
FW510-R12_contig_1_490,458,358,472,573,117,5,1122,538,743,2533,2275,1243,3093,2195,2491,768,619,690,1864,2107,2747,42,53,36,962,1061,904
FW510-R12_contig_1_491,54,49,71,92,14,0,162,85,84,207,270,92,350,214,257,92,63,77,207,239,316,0,5,1,90,139,109
FW510-R12_contig_1_492,952,703,985,1387,309,12,3065,1529,1969,4401,5531,2777,7273,4822,5663,2316,2120,2265,5667,5714,7512,10,25,5,2051,2386,2012
FW510-R12_contig_1_493,717,522,820,927,186,11,1800,894,1025,2801,3891,1760,4108,2842,3413,1568,1435,1307,2941,3135,4232,25,56,7,999,1127,972
FW510-R12_contig_1_494,411,327,427,589,154,1,1073,670,673,1694,2313,1057,2817,1823,2269,943,1103,1024,1985,1951,2725,9,15,1,1370,1426,1293
FW510-R12_contig_1_495,69,45,43,79,14,2,74,59,91,108,147,86,205,133,191,77,52,71,173,175,363,6,10,7,126,141,118
FW510-R12_contig_1_496,3,2,1,4,0,0,3,0,2,1,4,2,6,5,2,3,6,5,4,5,14,0,0,0,4,6,1
FW510-R12_contig_1_497,38,13,32,37,5,0,20,23,25,42,62,25,53,42,62,27,26,17,61,67,94,0,1,0,19,10,24
FW510-R12_contig_1_498,40,43,50,61,29,0,66,39,59,78,69,37,140,97,127,56,66,45,157,120,212,6,6,4,80,77,63
FW510-R12_contig_1_499,215,174,240,345,129,3,1494,741,1161,476,608,284,1001,663,893,985,877,751,946,1104,1466,10,20,5,267,265,189
FW510-R12_contig_1_5,2512,1725,2279,2881,661,26,5701,2678,3602,14419,13917,7796,17228,12724,13928,5145,5567,5172,11472,10269,12222,22,121,18,2097,2521,1888
FW510-R12_contig_1_50,275,158,270,297,95,8,615,331,459,852,1238,528,1213,809,1003,502,522,579,902,1105,1476,6,14,2,239,249,199
FW510-R12_contig_1_500,406,368,441,443,211,3,2078,993,1327,828,860,469,1688,1104,1518,1263,1198,985,1781,1961,3172,21,50,11,609,546,454
FW510-R12_contig_1_501,533,392,522,595,179,2,1703,911,1232,972,1015,636,1865,1280,1982,1284,904,906,1882,2166,3171,30,26,4,998,947,720
FW510-R12_contig_1_502,315,250,272,409,122,2,866,466,593,845,942,494,1615,1187,1464,669,515,479,1441,1612,2244,12,30,5,1124,1218,1115
FW510-R12_contig_1_503,472,347,453,465,98,3,839,438,542,835,1155,647,1976,1276,1472,577,682,594,1708,1765,2364,13,20,6,651,741,527
FW510-R12_contig_1_504,476,345,444,494,107,4,1073,619,702,1290,1389,737,2491,1786,1855,905,853,655,2070,2089,2593,9,28,7,1394,1415,1268
FW510-R12_contig_1_505,26,10,17,13,4,0,22,16,22,46,78,46,94,52,93,26,22,25,74,73,95,1,1,0,24,19,22
FW510-R12_contig_1_506,609,461,697,840,203,2,2927,1412,2058,3225,4826,2457,7708,5258,5845,2535,2562,2370,7746,7409,10707,27,143,16,5927,7311,5990
FW510-R12_contig_1_507,259,199,218,324,48,1,292,133,145,1288,2883,686,954,663,660,227,170,122,480,520,653,6,8,2,418,456,355
FW510-R12_contig_1_508,1379,930,1316,1694,484,24,3573,1964,2414,5551,6298,3167,8079,5813,6333,3069,3200,2725,6289,6034,8122,7,41,10,1623,2202,1539
FW510-R12_contig_1_509,193,112,139,255,38,4,349,191,297,605,884,402,739,529,708,366,293,319,443,594,922,4,9,2,304,332,248
FW510-R12_contig_1_51,190,149,177,207,43,1,287,202,280,300,476,210,775,554,605,368,245,242,647,678,899,5,5,3,236,310,277
FW510-R12_contig_1_510,920,633,962,1152,225,4,2251,1248,1484,2929,2771,1579,4925,3345,4187,1672,1485,1332,4350,4458,6218,35,98,16,2456,3053,2412
FW510-R12_contig_1_511,202,132,198,163,48,3,222,147,160,554,798,389,745,416,548,224,212,216,478,522,771,1,5,0,124,119,118
FW510-R12_contig_1_512,369,245,324,438,121,9,946,498,617,1793,2108,962,2334,1631,1725,872,776,650,1761,1930,2708,23,29,13,1125,1210,918
FW510-R12_contig_1_513,365,267,348,395,80,3,623,381,458,634,682,374,1351,929,1220,454,465,417,1222,1373,1794,7,11,4,773,863,715
FW510-R12_contig_1_514,877,541,753,1331,389,21,2804,1294,2189,8134,8188,3571,8408,5637,5642,2226,2181,2567,4366,4612,5905,6,37,10,913,885,806
FW510-R12_contig_1_515,380,228,428,521,110,8,967,480,603,3517,4100,2140,4346,3239,3127,695,685,692,2351,2174,2827,9,42,11,1145,1202,1126
FW510-R12_contig_1_516,1269,995,1288,1482,325,17,2569,1505,1728,3436,4098,2166,5770,4110,5274,1890,1656,1775,4266,5089,3533,185,225,96,2397,2391,2381
FW510-R12_contig_1_517,885,688,975,1079,171,6,1564,827,1022,4644,5722,2655,7226,5355,5564,1346,1317,1368,4511,4166,6038,27,82,19,1884,1835,1830
FW510-R12_contig_1_518,477,303,409,688,123,8,1407,732,1032,1542,1911,973,4793,3778,3987,1287,1302,1310,3352,3478,5051,58,116,35,2661,2915,2528
FW510-R12_contig_1_519,46,12,21,34,14,0,52,33,65,76,94,40,161,99,132,57,38,22,140,170,194,3,1,2,96,72,80
FW510-R12_contig_1_52,616,468,602,600,135,2,1241,711,813,1242,1416,723,2890,2141,2236,1096,682,876,2515,2614,3645,17,46,11,1547,1888,1579
FW510-R12_contig_1_520,39,33,40,57,20,3,74,60,57,119,149,86,238,161,201,93,73,103,211,205,261,59,43,37,159,196,184
FW510-R12_contig_1_521,47,41,35,58,12,1,61,60,60,98,116,81,176,131,168,85,101,85,158,164,227,20,7,19,77,78,74
FW510-R12_contig_1_522,0,0,0,2,1,0,3,1,0,1,4,0,7,6,8,5,2,1,8,9,5,4,2,0,8,9,7
FW510-R12_contig_1_523,7,10,5,1,1,0,4,7,11,10,8,3,14,9,15,3,6,10,12,21,13,22,6,14,9,6,5
FW510-R12_contig_1_524,438,377,426,532,103,5,718,432,594,1257,1531,805,2262,1690,1951,618,369,464,1551,1795,3267,8,20,4,651,705,604
FW510-R12_contig_1_525,829,798,982,844,145,11,1379,626,923,2515,2741,1428,4613,3504,3572,956,1016,875,2961,3107,5131,13,35,11,1563,1340,1314
FW510-R12_contig_1_526,548,403,521,475,100,4,673,362,467,1214,1401,713,2282,1643,1851,474,472,489,1438,1628,2678,17,20,16,752,738,664
FW510-R12_contig_1_527,1408,1260,1443,1398,329,18,2375,1356,1657,5449,6114,2711,9395,6964,6788,1734,1369,1202,4262,4917,8098,39,52,23,2249,1912,1702
FW510-R12_contig_1_528,49,33,42,72,27,2,227,73,135,615,512,292,762,480,447,129,117,145,411,370,499,2,7,1,289,340,273
FW510-R12_contig_1_529,58,52,88,94,33,0,148,91,153,591,484,205,514,379,387,162,195,191,457,430,713,2,3,1,350,400,318
FW510-R12_contig_1_53,254,288,194,339,69,3,1311,652,918,1465,1322,900,3269,2524,2674,785,799,703,4637,3624,4587,50,48,53,2844,2865,2954
FW510-R12_contig_1_530,776,527,777,734,191,8,1084,643,689,1471,1853,937,2795,1787,2192,740,719,663,1965,2068,3333,31,29,15,1008,931,820
FW510-R12_contig_1_531,452,366,478,569,145,8,1186,626,831,1891,1442,675,1898,1345,1482,679,526,541,1193,1277,2088,111,87,51,730,790,574
FW510-R12_contig_1_532,170,141,106,235,28,1,446,276,329,319,274,135,1043,944,823,402,265,219,992,1096,1316,7,2,4,1591,1511,1501
FW510-R12_contig_1_533,395,406,303,640,82,8,1281,702,930,688,762,451,3528,2854,3241,993,913,762,4040,3878,5095,11,66,9,4493,4142,4289
FW510-R12_contig_1_534,605,490,583,669,157,8,1285,763,872,883,984,547,2288,1578,2351,1252,978,856,1898,2357,3637,42,41,18,2316,2200,2033
FW510-R12_contig_1_535,301,225,308,291,63,4,417,204,262,1257,1375,710,1409,906,1062,283,247,257,911,1052,1604,7,9,3,730,658,658
FW510-R12_contig_1_536,38,41,42,44,15,1,82,42,62,291,367,212,377,280,233,50,27,56,153,206,292,8,2,1,90,74,98
FW510-R12_contig_1_537,647,429,679,814,164,8,1490,520,729,3223,3908,1890,3486,2163,2635,1201,1214,1271,2053,2174,2931,17,75,8,299,350,335
FW510-R12_contig_1_538,2339,1523,2554,3257,750,24,7417,3192,4259,17260,19579,9251,17863,11680,13780,6116,6494,6753,11065,10570,14639,586,843,278,1803,1994,1613
FW510-R12_contig_1_539,69,39,66,110,21,3,203,99,112,513,774,302,557,393,383,156,151,137,394,388,428,3,12,9,297,346,265
FW510-R12_contig_1_54,530,374,474,738,120,8,1625,855,1070,1902,2013,1133,3740,2777,3065,1350,933,837,3785,3821,4518,101,171,49,3087,3436,3499
FW510-R12_contig_1_540,52,41,49,151,38,1,223,114,161,411,463,276,745,480,638,320,223,307,709,697,851,21,56,14,1115,1022,864
FW510-R12_contig_1_541,3,1,2,11,1,0,7,4,8,19,20,8,27,12,14,2,1,2,8,3,28,0,0,0,3,6,13
FW510-R12_contig_1_542,42,26,40,69,18,0,103,51,82,559,345,148,305,249,202,72,43,57,135,172,292,2,6,2,108,105,77
FW510-R12_contig_1_543,440,288,480,678,174,3,1662,840,1223,1982,2629,1177,3574,2260,2474,1339,1295,1280,2732,2561,3972,8,40,12,532,620,513
FW510-R12_contig_1_544,162,103,145,242,51,0,430,224,340,650,1060,530,939,587,873,356,394,421,698,777,1145,1,7,2,409,454,324
FW510-R12_contig_1_545,45,36,38,58,14,1,137,67,97,170,269,151,255,163,233,106,104,165,223,246,310,1,4,0,90,95,101
FW510-R12_contig_1_546,454,299,416,526,92,2,1526,682,882,1592,2198,1142,2989,2207,2798,1387,1164,1055,3244,3366,3919,42,93,19,1974,2188,2303
FW510-R12_contig_1_547,73,25,37,56,12,0,104,76,81,136,242,128,268,204,250,86,102,86,210,244,354,1,2,0,83,90,89
FW510-R12_contig_1_548,291,221,324,416,107,5,753,458,551,1283,1725,875,1916,1360,1586,716,685,712,1492,1637,2062,6,30,9,394,444,445
FW510-R12_contig_1_549,805,603,823,917,199,6,1590,816,981,2160,2500,1234,3669,2530,2749,1125,1054,929,2922,2867,4063,43,75,20,1925,1997,1751
FW510-R12_contig_1_55,179,109,110,172,38,2,314,188,203,392,537,244,630,479,605,237,192,225,663,739,1046,28,30,4,414,472,482
FW510-R12_contig_1_550,338,234,339,360,100,3,559,325,412,925,1421,613,1583,1114,1336,472,353,362,1341,1312,2021,19,23,3,684,638,582
FW510-R12_contig_1_551,259,197,288,289,53,1,499,261,330,801,893,538,1335,973,1131,406,401,333,1133,1059,1379,4,6,4,638,610,538
FW510-R12_contig_1_552,219,169,237,220,36,4,330,148,213,557,822,376,874,673,727,200,243,245,694,687,724,8,4,0,323,324,276
FW510-R12_contig_1_553,78,66,94,87,22,2,119,67,65,235,336,179,406,259,295,99,93,84,354,354,457,13,7,2,104,110,123
FW510-R12_contig_1_554,128,50,82,87,23,0,127,73,72,180,304,136,306,207,239,100,77,80,222,252,391,10,8,5,110,124,97
FW510-R12_contig_1_555,211,158,217,249,72,3,279,162,214,529,753,332,903,644,794,285,229,276,678,779,1118,9,14,6,255,253,222
FW510-R12_contig_1_556,313,233,328,348,73,0,501,287,398,974,1206,483,1532,1077,1108,429,393,372,919,1070,1580,19,23,7,288,326,254
FW510-R12_contig_1_557,171,125,207,192,41,1,282,161,176,508,733,315,960,637,778,260,261,237,632,796,1142,20,24,8,209,192,202
FW510-R12_contig_1_558,225,190,225,200,24,1,284,205,204,625,885,378,1115,778,817,242,207,243,737,775,1154,12,17,5,219,180,228
FW510-R12_contig_1_559,911,629,823,800,161,4,1265,698,804,2441,3104,1462,4063,2692,3142,972,949,801,2649,2859,4117,47,80,26,792,731,721
FW510-R12_contig_1_56,92,68,67,80,18,1,110,105,98,116,212,96,273,192,268,96,84,84,227,277,370,10,14,9,127,128,143
FW510-R12_contig_1_560,353,215,312,340,95,4,712,291,368,1233,1777,775,1530,1087,1290,545,489,510,951,1031,1447,4,22,3,250,298,228
FW510-R12_contig_1_561,508,351,473,583,119,3,930,617,669,1129,1592,761,2761,1990,2148,791,639,802,2326,2572,3640,22,31,12,988,1136,973
FW510-R12_contig_1_562,273,157,298,226,37,3,412,226,270,414,507,264,813,625,703,319,261,264,818,805,1142,8,12,3,300,410,319
FW510-R12_contig_1_563,43,36,37,55,9,0,94,43,56,149,152,64,216,144,248,45,63,65,196,199,268,3,10,1,157,142,150
FW510-R12_contig_1_564,85,58,76,89,27,0,124,57,90,165,239,107,258,230,252,91,87,78,192,239,265,5,6,2,58,75,69
FW510-R12_contig_1_565,597,385,502,718,197,3,2011,1065,1268,3790,3324,1706,5295,3490,3937,1809,1569,1575,4203,4434,6519,902,684,512,3788,4268,3608
FW510-R12_contig_1_566,357,330,299,427,82,1,782,412,463,1063,1119,587,2222,1525,1870,516,390,457,1720,1694,2515,27,34,12,1079,1273,1205
FW510-R12_contig_1_567,961,842,1027,1067,243,7,1677,847,1062,2786,3387,1712,5332,3586,3904,1198,1126,1153,4692,4376,6075,39,99,23,3021,3143,2928
FW510-R12_contig_1_568,194,156,179,180,56,0,266,159,192,461,638,276,875,549,652,223,183,193,635,835,1177,14,22,7,425,497,432
FW510-R12_contig_1_569,273,175,293,293,62,2,527,280,271,613,734,418,1072,717,1000,448,506,403,759,849,1263,5,15,4,299,415,350
FW510-R12_contig_1_57,207,161,177,227,35,2,328,169,257,464,768,372,984,733,846,309,188,250,878,931,1218,6,11,10,309,357,337
FW510-R12_contig_1_570,306,142,258,459,143,2,975,477,738,1861,2487,1114,2771,1710,1643,667,669,841,1559,1791,2213,15,16,6,220,249,185
FW510-R12_contig_1_571,158,103,129,167,50,2,331,165,236,310,290,197,548,348,542,291,237,190,494,571,768,1,0,1,249,258,193
FW510-R12_contig_1_572,65,53,71,83,20,0,124,75,89,109,147,72,235,128,201,135,94,106,186,234,351,0,1,2,84,114,63
FW510-R12_contig_1_573,6,6,8,3,0,0,15,8,9,10,33,6,21,20,27,16,3,10,24,30,36,0,0,0,19,11,11
FW510-R12_contig_1_574,90,84,48,95,32,1,153,68,63,264,390,134,360,311,360,123,58,89,302,362,360,1,3,1,92,112,105
FW510-R12_contig_1_575,771,518,704,786,213,3,1181,684,832,2457,3314,1387,3348,2417,2746,994,963,846,2312,2462,3789,20,46,9,846,887,727
FW510-R12_contig_1_576,748,509,718,736,157,2,1377,603,850,2548,3531,1671,3571,2412,2864,966,1075,1044,2430,2379,3049,8,35,10,829,932,721
FW510-R12_contig_1_577,599,450,530,708,203,7,1315,612,820,2272,2966,1588,3354,2250,2751,1101,1048,1135,2360,2682,3435,6,31,7,1121,1271,1103
FW510-R12_contig_1_578,561,329,427,643,130,3,1220,592,863,1281,1501,779,2479,1672,2087,967,824,841,1839,2043,2755,22,24,11,754,834,640
FW510-R12_contig_1_579,217,166,261,305,74,0,456,241,270,620,836,442,1119,791,899,395,347,401,912,1035,1245,10,14,4,317,314,283
FW510-R12_contig_1_58,688,548,807,779,169,12,1637,881,1109,1605,1724,970,2888,2047,2509,1243,1294,1171,2598,2490,3751,15,31,4,1054,1099,990
FW510-R12_contig_1_580,100,85,119,97,30,0,185,100,85,289,412,175,441,296,425,141,92,184,310,372,500,5,8,0,116,118,85
FW510-R12_contig_1_581,310,223,293,302,80,2,526,254,254,1495,2344,1050,2264,1610,1734,375,432,376,1666,1721,2687,12,33,9,957,929,910
FW510-R12_contig_1_582,371,323,394,474,128,3,825,430,590,2303,3509,1419,2872,2085,2046,591,663,582,1893,2208,3402,72,65,44,1486,1621,1313
FW510-R12_contig_1_583,492,394,455,636,170,6,1023,555,706,1810,2144,1079,2676,1743,2108,920,614,699,1992,1954,2825,13,25,8,815,823,668
FW510-R12_contig_1_584,137,78,116,122,25,0,169,70,81,500,772,294,437,301,392,108,138,119,285,366,436,8,12,5,93,92,91
FW510-R12_contig_1_585,203,112,182,176,38,4,238,106,168,970,1216,550,850,539,575,182,217,241,540,611,901,1,6,1,234,304,268
