target_id,X_3H11_A_T42_repeat_L1,X_3H11_B_T42_repeat_L1,X_3H11_C_T42_repeat_L1,X_SynCom_A_T42_repeat_L1,X_SynCom_B_T42_repeat_L1,X_SynCom_C_T42_repeat_L1,X_3H11_A_T53_repeat_L1,X_3H11_B_T53_repeat_L1,X_3H11_C_T53_repeat_L1,X_SynCom_A_T53_repeat_L1,X_SynCom_B_T53_repeat_L1,X_SynCom_C_T53_repeat_L1,X_SynCom_A_T71_repeat_L1,X_SynCom_B_T71_repeat_L1,X_SynCom_C_T71_repeat_L1,X_SynCom_A_T95_repeat_L1,X_SynCom_B_T95_repeat_L1,X_SynCom_C_T95_repeat_L1,X_SynCom_A_T142_repeat_L1,X_SynCom_B_T142_repeat_L1,X_SynCom_C_T142_repeat_L1
GW101-3H11_contig_1_4955,409,630,786,494,636,609,47,78,177,96,37,1,101,62,46,204,227,234,26,18,11
GW101-3H11_contig_1_4956,1607,2216,2678,1579,2095,2038,143,280,437,412,145,7,477,246,270,844,711,837,508,519,281
GW101-3H11_contig_1_4957,23746,15699,19039,4566,6729,14911,21170,25410,74116,14187,3956,247,17076,13086,11042,12525,16801,18908,8784,7318,9363
GW101-3H11_contig_1_4958,23746,15699,19039,4566,6729,14911,21170,25410,74116,14187,3956,247,17076,13086,11042,12525,16801,18908,8784,7318,9363
GW101-3H11_contig_1_4959,23746,15699,19039,4566,6729,14911,21170,25410,74116,14187,3956,247,17076,13086,11042,12525,16801,18908,8784,7318,9363
GW101-3H11_contig_1_496,320,401,400,446,495,561,10,26,25,79,32,0,124,71,61,88,79,80,13,7,2
GW101-3H11_contig_1_4960,23746,15699,19039,4566,6729,14911,21170,25410,74116,14187,3956,247,17076,13086,11042,12525,16801,18908,8784,7318,9363
GW101-3H11_contig_1_4961,46,58,75,29,35,51,9,15,35,21,10,0,41,31,17,37,39,67,147,99,117
GW101-3H11_contig_1_4962,770,894,1098,683,896,930,10,41,93,193,95,6,415,155,202,606,470,458,73,61,40
GW101-3H11_contig_1_4963,15,32,31,21,29,31,1,3,0,10,1,0,10,7,12,8,11,16,9,8,7
GW101-3H11_contig_1_4964,843,1164,1433,638,973,1075,24,13,59,170,76,4,479,252,295,443,624,733,375,336,241
GW101-3H11_contig_1_4965,153,184,222,189,241,243,13,21,8,55,20,0,67,56,63,61,33,39,9,10,12
GW101-3H11_contig_1_4966,81,63,96,29,50,73,51,66,187,33,28,1,68,46,47,87,64,96,41,22,37
GW101-3H11_contig_1_4967,547,695,769,329,412,563,23,34,47,108,56,0,285,187,168,178,235,250,308,310,196
GW101-3H11_contig_1_4968,547,695,769,329,412,563,23,34,47,108,56,0,285,187,168,178,235,250,308,310,196
GW101-3H11_contig_1_4969,1950,2425,3208,1488,1763,2131,52,37,127,321,159,5,1009,613,637,861,1117,1462,1487,1228,946
GW101-3H11_contig_1_497,776,704,682,871,878,1054,57,50,65,195,85,3,236,107,147,191,138,128,5,6,0
GW101-3H11_contig_1_4970,812,1132,1167,473,627,849,177,90,303,213,92,2,514,314,363,285,440,462,1176,1133,674
GW101-3H11_contig_1_4971,191,100,199,130,164,186,47,35,93,70,58,4,82,74,64,152,120,203,108,70,58
GW101-3H11_contig_1_4972,52,65,57,68,65,59,2,4,9,8,4,0,17,13,9,19,13,23,8,8,7
GW101-3H11_contig_1_4973,91,114,158,66,117,147,10,11,41,24,18,1,64,51,57,67,73,79,145,88,64
GW101-3H11_contig_1_4974,91,114,158,66,117,147,10,11,41,24,18,1,64,51,57,67,73,79,145,88,64
GW101-3H11_contig_1_4975,123,207,115,65,111,82,0,0,8,24,23,0,54,48,31,18,18,32,12,17,14
GW101-3H11_contig_1_4976,3345,4124,5365,2385,3207,4178,75,70,165,617,310,13,1808,1172,1210,1520,2204,2713,2789,2562,1722
GW101-3H11_contig_1_4977,330,585,376,157,278,156,53,41,104,98,55,3,204,146,141,159,136,155,100,66,68
GW101-3H11_contig_1_4978,336,292,384,215,301,444,72,50,173,102,55,0,239,196,173,214,242,305,395,341,238
GW101-3H11_contig_1_4979,336,292,384,215,301,444,72,50,173,102,55,0,239,196,173,214,242,305,395,341,238
GW101-3H11_contig_1_498,492,489,447,791,939,1305,23,23,31,162,69,3,225,118,133,227,155,169,7,8,9
GW101-3H11_contig_1_4980,14,6,28,26,23,38,6,0,5,9,4,0,16,9,10,13,10,15,10,11,17
GW101-3H11_contig_1_4981,458,613,626,408,515,509,6,8,13,118,41,2,231,134,132,175,163,131,70,49,51
GW101-3H11_contig_1_4982,247,101,187,84,81,180,97,92,243,69,42,0,121,74,76,156,144,182,296,320,224
GW101-3H11_contig_1_4983,122,259,239,208,290,179,16,12,14,34,15,1,88,50,49,78,57,77,25,21,13
GW101-3H11_contig_1_4984,122,259,239,208,290,179,16,12,14,34,15,1,88,50,49,78,57,77,25,21,13
GW101-3H11_contig_1_4985,43,79,60,52,57,36,0,2,16,8,10,0,32,19,34,38,34,39,195,190,108
GW101-3H11_contig_1_4986,354,366,428,332,439,411,8,9,19,126,61,2,161,118,169,187,159,182,252,208,138
GW101-3H11_contig_1_4987,38,31,54,20,26,40,9,14,67,13,8,0,22,13,7,30,30,47,66,68,29
GW101-3H11_contig_1_4988,291,240,264,97,117,276,154,73,308,180,94,6,143,214,106,145,154,246,185,110,142
GW101-3H11_contig_1_4989,182,124,154,72,110,179,25,24,76,54,26,1,88,77,68,83,78,108,127,134,92
GW101-3H11_contig_1_499,4699,4615,3728,4785,5841,7376,99,98,117,1835,761,33,2637,1584,1665,1460,1252,1348,420,280,229
GW101-3H11_contig_1_4990,1342,1762,1781,1166,1428,1663,90,95,204,352,201,8,739,528,487,515,615,896,2198,1766,1220
GW101-3H11_contig_1_4991,914,1359,1499,487,868,966,29,75,56,163,72,2,506,231,215,282,315,339,188,136,98
GW101-3H11_contig_1_4992,914,1359,1499,487,868,966,29,75,56,163,72,2,506,231,215,282,315,339,188,136,98
GW101-3H11_contig_1_4993,914,1359,1499,487,868,966,29,75,56,163,72,2,506,231,215,282,315,339,188,136,98
GW101-3H11_contig_1_4994,914,1359,1499,487,868,966,29,75,56,163,72,2,506,231,215,282,315,339,188,136,98
GW101-3H11_contig_1_4995,646,649,646,337,480,542,20,40,57,122,90,2,263,194,177,203,142,209,310,200,230
GW101-3H11_contig_1_4996,57,97,127,75,81,84,0,1,4,18,8,1,34,13,15,21,26,54,8,12,9
GW101-3H11_contig_1_4997,408,615,620,223,372,352,11,22,27,73,21,2,149,81,65,88,83,108,100,68,49
GW101-3H11_contig_1_4998,408,615,620,223,372,352,11,22,27,73,21,2,149,81,65,88,83,108,100,68,49
GW101-3H11_contig_1_4999,408,615,620,223,372,352,11,22,27,73,21,2,149,81,65,88,83,108,100,68,49
GW101-3H11_contig_1_5,366,424,367,472,667,685,1,3,4,54,22,0,55,27,24,63,47,29,65,39,32
GW101-3H11_contig_1_50,40,87,101,151,187,177,0,3,0,6,12,0,14,13,5,39,27,25,19,7,14
GW101-3H11_contig_1_500,2041,2004,1585,1869,2326,3396,61,62,67,778,312,23,1061,688,704,636,517,508,122,98,86
GW101-3H11_contig_1_5000,408,615,620,223,372,352,11,22,27,73,21,2,149,81,65,88,83,108,100,68,49
GW101-3H11_contig_1_5001,991,1016,1338,762,1272,1527,11,11,38,175,102,3,762,438,484,406,634,746,879,992,695
GW101-3H11_contig_1_5002,139,176,174,78,111,145,34,40,62,40,31,1,88,77,71,96,96,129,293,203,174
GW101-3H11_contig_1_5003,97,62,79,38,51,173,45,58,148,48,35,2,62,49,53,97,101,107,88,41,47
GW101-3H11_contig_1_5004,24,13,47,15,18,17,21,22,50,19,8,0,13,10,14,21,20,28,30,20,21
GW101-3H11_contig_1_5005,41,56,35,56,48,28,7,5,52,21,7,0,30,25,29,39,26,39,29,8,18
GW101-3H11_contig_1_5006,281,317,371,167,170,253,33,35,73,62,30,0,151,117,103,101,112,150,144,128,111
GW101-3H11_contig_1_5007,281,317,371,167,170,253,33,35,73,62,30,0,151,117,103,101,112,150,144,128,111
GW101-3H11_contig_1_5008,958,907,1083,501,635,937,107,107,283,201,108,1,470,297,275,408,420,494,608,540,495
GW101-3H11_contig_1_5009,958,907,1083,501,635,937,107,107,283,201,108,1,470,297,275,408,420,494,608,540,495
GW101-3H11_contig_1_501,5051,5071,4076,4535,5393,8000,327,326,323,2343,866,58,2827,1674,1803,1571,1399,1215,2241,1607,1285
GW101-3H11_contig_1_5010,650,790,679,417,564,726,47,61,59,282,70,2,421,212,248,320,336,371,357,407,235
GW101-3H11_contig_1_5011,48,6,29,3,7,27,12,21,93,18,13,0,24,16,15,39,32,63,25,20,18
GW101-3H11_contig_1_5012,10,13,14,11,10,30,1,3,2,2,0,0,6,4,3,7,12,5,24,16,11
GW101-3H11_contig_1_5013,184,80,158,34,63,137,102,107,308,85,55,1,116,96,82,181,159,206,136,83,97
GW101-3H11_contig_1_5014,184,80,158,34,63,137,102,107,308,85,55,1,116,96,82,181,159,206,136,83,97
GW101-3H11_contig_1_5015,142,237,304,232,305,330,2,2,6,55,20,1,183,90,99,122,247,231,676,672,317
GW101-3H11_contig_1_5016,1043,1905,2111,1077,1539,1146,112,99,125,406,245,13,993,629,600,1131,1096,1336,1242,1282,683
GW101-3H11_contig_1_5017,141,110,127,19,28,47,150,212,329,33,11,2,103,41,49,37,40,39,61,19,27
GW101-3H11_contig_1_5018,828162,477844,721383,225536,275571,421825,657742,850761,1610150,429432,117831,6842,635618,423075,396128,421045,381139,387577,441727,333602,341642
GW101-3H11_contig_1_5019,3307920,2512940,3090620,1097050,1377060,2026760,2420750,2437560,3748390,1710760,546811,26768,1020690,576469,733020,469620,353199,273411,5046,8334,4247
GW101-3H11_contig_1_502,481,427,398,444,478,646,30,16,20,220,93,0,242,140,137,151,161,120,43,36,17
GW101-3H11_contig_1_5020,2602,2699,2863,818,1189,1355,499,578,891,412,219,1,627,408,365,529,357,433,38,46,18
GW101-3H11_contig_1_5021,5128,3999,4216,1928,2686,3297,4182,3033,5530,3749,2277,76,4623,3172,3112,1674,1084,927,20,43,12
GW101-3H11_contig_1_5022,10001,11512,10846,5408,7086,5366,45,63,64,2396,1191,64,2632,1861,1653,3110,2501,2665,3548,2267,2289
GW101-3H11_contig_1_5023,514,790,625,369,570,520,86,103,105,276,122,4,606,392,368,479,354,424,235,302,155
GW101-3H11_contig_1_5024,565,256,411,106,260,441,254,356,963,255,104,5,438,384,270,602,566,688,464,308,257
GW101-3H11_contig_1_5025,1852,2345,2191,2944,3633,4114,126,270,408,1322,753,20,1910,1144,1084,1569,1405,1479,54,60,37
GW101-3H11_contig_1_5026,1478920,1956220,1532280,720346,783039,626482,1991040,2404360,3231390,1476710,1124540,1459260,1836370,1281060,1356250,1291730,1016400,1161780,2066750,1521030,1797220
GW101-3H11_contig_1_5027,1478920,1956220,1532280,720346,783039,626482,1991040,2404360,3231390,1476710,1124540,1459260,1836370,1281060,1356250,1291730,1016400,1161780,2066750,1521030,1797220
GW101-3H11_contig_1_5028,1478920,1956220,1532280,720346,783039,626482,1991040,2404360,3231390,1476710,1124540,1459260,1836370,1281060,1356250,1291730,1016400,1161780,2066750,1521030,1797220
GW101-3H11_contig_1_5029,1478920,1956220,1532280,720346,783039,626482,1991040,2404360,3231390,1476710,1124540,1459260,1836370,1281060,1356250,1291730,1016400,1161780,2066750,1521030,1797220
GW101-3H11_contig_1_503,308,333,378,288,373,426,8,17,37,109,33,3,143,81,107,101,81,72,12,13,9
GW101-3H11_contig_1_5030,886,1411,1378,988,1315,1096,27,125,231,157,63,0,387,256,230,316,264,314,22,37,26
GW101-3H11_contig_1_5031,17705,23408,18636,2120,3849,2635,40,104,66,152,141,0,1464,641,581,254,173,168,25,31,25
GW101-3H11_contig_1_5032,1003,1388,1204,452,614,468,100,306,335,150,64,2,169,117,79,72,69,89,8,17,10
GW101-3H11_contig_1_5033,388,606,228,191,209,580,10,6,19,116,60,0,262,212,152,148,175,181,42,16,20
GW101-3H11_contig_1_5034,634,944,765,430,629,725,16,29,7,268,63,2,412,280,200,278,242,308,89,77,51
GW101-3H11_contig_1_5035,246,458,359,276,305,456,21,35,33,133,55,5,227,139,113,126,181,190,3,10,6
GW101-3H11_contig_1_5036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_504,104,156,122,81,112,115,14,13,23,75,9,6,64,43,65,32,39,35,12,13,8
GW101-3H11_contig_1_5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_505,56,94,87,41,68,42,14,22,24,28,7,0,34,23,20,15,17,19,207,92,141
GW101-3H11_contig_1_5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_506,81,137,104,70,153,107,2,14,9,27,11,0,52,35,34,27,32,36,81,56,59
GW101-3H11_contig_1_5060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_507,156,239,212,179,261,251,17,9,19,57,31,1,61,57,57,46,29,55,22,21,5
GW101-3H11_contig_1_5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_508,856,762,657,1331,1327,1654,45,28,25,454,86,6,510,269,368,271,280,280,23,22,5
GW101-3H11_contig_1_5080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_509,476,436,447,713,782,900,15,16,16,179,57,2,206,91,105,112,102,96,63,40,46
GW101-3H11_contig_1_5090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_51,114,109,97,121,129,167,11,5,6,25,6,1,53,30,25,31,40,39,4,3,1
GW101-3H11_contig_1_510,2125,2636,2456,2241,2646,3203,33,69,54,951,332,11,1640,1129,1051,905,850,881,891,507,450
GW101-3H11_contig_1_5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_511,2711,3019,2889,2832,3323,3682,497,431,485,1800,575,45,4890,3397,3304,3503,3001,3439,418,635,250
GW101-3H11_contig_1_5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_512,537,668,640,573,623,724,55,50,61,240,92,5,276,161,184,212,183,103,32,15,10
GW101-3H11_contig_1_5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_513,1353,1865,1799,1743,2172,2184,73,60,63,822,276,8,1500,721,904,737,573,696,45,69,42
GW101-3H11_contig_1_5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_514,414,395,364,407,472,578,51,59,67,151,35,3,184,106,123,135,120,163,47,50,15
GW101-3H11_contig_1_5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_515,96,115,133,103,131,120,9,18,37,65,9,0,34,20,30,22,16,10,3,3,5
GW101-3H11_contig_1_5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW101-3H11_contig_1_5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
