target_id,X_3H11_A_T42_repeat_L1,X_3H11_B_T42_repeat_L1,X_3H11_C_T42_repeat_L1,X_SynCom_A_T42_repeat_L1,X_SynCom_B_T42_repeat_L1,X_SynCom_C_T42_repeat_L1,X_3H11_A_T53_repeat_L1,X_3H11_B_T53_repeat_L1,X_3H11_C_T53_repeat_L1,X_SynCom_A_T53_repeat_L1,X_SynCom_B_T53_repeat_L1,X_SynCom_C_T53_repeat_L1,X_SynCom_A_T71_repeat_L1,X_SynCom_B_T71_repeat_L1,X_SynCom_C_T71_repeat_L1,X_SynCom_A_T95_repeat_L1,X_SynCom_B_T95_repeat_L1,X_SynCom_C_T95_repeat_L1,X_SynCom_A_T142_repeat_L1,X_SynCom_B_T142_repeat_L1,X_SynCom_C_T142_repeat_L1
GW101-3H11_contig_1_1654,2353,4657,5448,3827,5507,4032,120,151,81,709,268,12,1617,850,880,2184,2003,2606,545,495,435
GW101-3H11_contig_1_1655,61,64,43,69,64,92,7,10,7,34,10,1,53,29,31,26,23,32,246,150,134
GW101-3H11_contig_1_1656,50,58,44,39,38,60,5,2,13,9,3,0,27,10,14,18,9,14,3,4,4
GW101-3H11_contig_1_1657,426,492,454,495,606,677,29,27,55,144,29,1,208,95,83,157,122,140,87,70,42
GW101-3H11_contig_1_1658,950,969,935,805,1054,1335,70,79,68,339,109,6,523,343,305,334,317,263,319,216,176
GW101-3H11_contig_1_1659,42,36,30,37,42,36,1,4,5,25,6,0,15,16,12,10,13,18,128,38,37
GW101-3H11_contig_1_166,67,69,83,102,174,176,6,8,16,21,8,0,25,25,21,13,30,16,29,19,18
GW101-3H11_contig_1_1660,623,604,510,475,497,782,91,114,131,273,63,1,214,149,162,159,93,123,65,45,31
GW101-3H11_contig_1_1661,19,20,14,4,23,8,1,5,6,3,2,0,8,6,9,3,7,2,250,23,152
GW101-3H11_contig_1_1662,44,39,39,30,36,31,7,3,12,9,5,0,29,13,24,15,4,12,14,4,13
GW101-3H11_contig_1_1663,158,159,170,127,161,216,8,12,11,84,22,0,82,56,36,73,42,46,10,8,6
GW101-3H11_contig_1_1664,162,226,189,255,367,321,14,16,30,108,39,1,253,133,168,189,245,182,43,33,33
GW101-3H11_contig_1_1665,198,239,195,162,185,234,17,39,21,97,35,4,197,140,96,154,133,150,64,66,29
GW101-3H11_contig_1_1666,2117,2684,2417,2251,2855,3364,103,157,204,1262,547,26,2018,1311,1128,1175,1051,1116,250,262,141
GW101-3H11_contig_1_1667,15,29,18,14,20,15,5,0,0,14,3,0,9,10,9,12,6,23,38,19,20
GW101-3H11_contig_1_1668,559,587,638,434,557,578,240,422,485,473,133,12,427,249,266,310,279,216,572,453,361
GW101-3H11_contig_1_1669,483,578,609,480,529,526,112,261,322,266,86,7,296,144,157,293,173,149,107,60,68
GW101-3H11_contig_1_167,408,466,430,341,418,505,23,27,30,144,40,5,178,116,113,113,92,108,716,430,400
GW101-3H11_contig_1_1670,146,138,131,103,107,161,10,14,14,41,11,1,73,31,55,48,34,21,35,24,12
GW101-3H11_contig_1_1671,9,7,9,8,12,17,0,3,0,3,2,0,20,7,14,9,0,5,3,2,0
GW101-3H11_contig_1_1672,23,16,14,20,32,28,1,1,6,10,4,0,17,9,13,10,15,7,7,6,3
GW101-3H11_contig_1_1673,96,57,59,67,56,137,8,13,8,19,24,0,65,39,41,38,38,48,517,296,301
GW101-3H11_contig_1_1674,172,130,141,174,179,254,25,32,60,97,39,0,70,59,44,56,43,58,37,7,9
GW101-3H11_contig_1_1675,64,96,67,64,76,85,22,10,25,44,22,0,35,30,27,27,9,15,18,9,10
GW101-3H11_contig_1_1676,2115,2115,1835,2331,2939,4311,466,435,769,890,383,16,895,533,527,724,707,510,3130,1793,1936
GW101-3H11_contig_1_1677,191,161,127,206,232,379,24,19,22,71,32,4,77,49,34,55,50,30,41,15,26
GW101-3H11_contig_1_1678,89,103,86,75,114,107,22,37,22,73,31,1,29,34,17,26,20,34,885,338,490
GW101-3H11_contig_1_1679,8,2,4,11,3,4,2,2,5,7,3,1,2,3,8,2,2,3,8,1,1
GW101-3H11_contig_1_168,390,384,363,220,290,385,24,31,30,122,50,5,181,126,117,65,51,65,448,317,268
GW101-3H11_contig_1_1680,3,0,2,0,6,2,3,0,0,0,0,0,0,3,0,0,0,1,0,0,1
GW101-3H11_contig_1_1681,15,32,22,16,23,27,5,2,1,13,6,0,16,13,6,11,9,11,21,20,17
GW101-3H11_contig_1_1682,32,29,28,44,42,44,5,1,0,26,4,0,37,18,18,19,16,27,25,14,5
GW101-3H11_contig_1_1683,765,1741,791,366,374,408,67,103,73,514,122,6,253,144,188,519,450,595,107,71,106
GW101-3H11_contig_1_1684,706,1716,618,202,366,260,66,133,83,542,143,2,400,242,239,592,511,760,3394,1939,3987
GW101-3H11_contig_1_1685,1196,1237,803,632,780,1188,439,364,296,894,349,25,803,567,544,526,414,416,454,297,267
GW101-3H11_contig_1_1686,82,87,51,67,111,122,11,3,8,50,23,1,97,55,49,57,67,50,27,33,22
GW101-3H11_contig_1_1687,61,88,41,66,84,119,6,7,3,43,18,0,64,45,41,43,11,39,43,23,27
GW101-3H11_contig_1_1688,25,35,40,20,17,42,4,2,3,18,6,0,20,8,16,13,12,17,130,100,80
GW101-3H11_contig_1_1689,226,228,194,170,202,266,12,5,2,64,42,3,75,50,36,86,55,70,82,58,29
GW101-3H11_contig_1_169,441,511,501,401,465,580,36,38,59,143,56,2,232,168,154,84,97,120,294,188,156
GW101-3H11_contig_1_1690,97,144,100,76,88,99,11,15,4,49,15,0,76,49,48,39,22,52,34,32,20
GW101-3H11_contig_1_1691,3552,3391,2909,4858,6979,10249,94,101,86,1504,639,29,1458,839,898,940,873,893,788,514,361
GW101-3H11_contig_1_1692,742,678,605,866,1066,1598,59,70,167,331,122,6,331,189,199,212,177,169,77,45,38
GW101-3H11_contig_1_1693,60,58,60,61,54,60,8,7,21,26,15,0,31,35,28,14,15,19,13,17,6
GW101-3H11_contig_1_1694,13,8,20,7,5,12,0,6,0,2,2,0,3,2,0,4,2,7,1,1,0
GW101-3H11_contig_1_1695,40,22,27,16,24,24,7,3,6,7,5,0,10,5,9,11,12,2,11,2,10
GW101-3H11_contig_1_1696,12,6,9,13,12,11,7,0,0,8,0,0,0,5,0,0,0,5,5,5,0
GW101-3H11_contig_1_1697,6,11,12,2,5,1,1,0,5,2,4,0,0,0,1,2,0,1,1,7,2
GW101-3H11_contig_1_1698,12,17,38,5,18,14,4,0,4,8,1,0,8,8,7,5,0,7,6,4,6
GW101-3H11_contig_1_1699,541,505,552,331,408,465,80,131,137,213,78,5,341,224,212,247,251,210,19,25,10
GW101-3H11_contig_1_17,88,90,96,84,95,103,19,14,19,22,9,0,55,21,20,25,15,24,3,8,1
GW101-3H11_contig_1_170,609,565,510,453,605,681,45,32,25,188,60,6,309,183,185,138,159,165,387,190,244
GW101-3H11_contig_1_1700,1121,2015,2288,1007,1056,1302,337,605,429,952,131,1,937,619,488,1023,789,954,130,274,84
GW101-3H11_contig_1_1701,205,240,248,327,363,392,17,13,14,57,21,0,128,76,52,192,98,125,95,49,43
GW101-3H11_contig_1_1702,15,33,14,31,36,50,2,4,2,5,5,1,27,7,14,19,15,5,12,5,2
GW101-3H11_contig_1_1703,29,26,34,24,27,26,1,9,19,14,1,1,23,16,23,19,1,4,4,6,7
GW101-3H11_contig_1_1704,8,18,17,12,20,32,1,2,1,7,2,0,15,6,3,4,8,9,1,2,2
GW101-3H11_contig_1_1705,5,6,6,6,4,7,0,2,2,2,0,0,6,2,3,2,0,2,1,0,0
GW101-3H11_contig_1_1706,23,23,29,20,37,25,2,1,3,12,2,1,23,9,8,7,14,7,18,12,13
GW101-3H11_contig_1_1707,9,20,16,13,20,14,2,4,0,8,1,0,9,2,9,1,6,2,0,3,0
GW101-3H11_contig_1_1708,9,13,6,14,19,35,1,3,0,5,6,1,13,6,0,10,8,4,17,6,3
GW101-3H11_contig_1_1709,20,11,8,12,9,10,3,4,0,7,4,0,5,8,5,12,0,2,2,4,2
GW101-3H11_contig_1_171,146,117,167,134,119,176,8,7,1,47,19,0,75,62,53,29,30,26,30,26,12
GW101-3H11_contig_1_1710,327,321,327,341,436,486,17,22,33,66,24,0,94,52,46,60,43,45,32,30,22
GW101-3H11_contig_1_1711,488,592,523,525,635,491,65,64,35,174,52,1,202,102,122,135,89,113,376,260,282
GW101-3H11_contig_1_1712,398,368,372,375,336,447,43,50,82,170,37,0,171,102,83,102,99,84,21,16,18
GW101-3H11_contig_1_1713,349,334,325,395,407,430,10,19,29,137,51,1,198,162,112,151,101,99,21,20,9
GW101-3H11_contig_1_1714,1110,1084,954,1225,1373,1702,94,112,137,408,197,4,559,293,332,354,283,261,1926,1640,1301
GW101-3H11_contig_1_1715,157,155,142,286,265,328,16,19,43,115,43,0,110,66,88,77,29,47,10,3,5
GW101-3H11_contig_1_1716,239,257,242,388,484,603,18,22,27,122,34,4,154,79,87,111,78,81,55,36,29
GW101-3H11_contig_1_1717,5514,8045,6432,4235,5013,5211,337,371,395,2409,491,26,2526,1425,1769,1888,2324,2281,656,791,468
GW101-3H11_contig_1_1718,5519,8373,6389,4343,4958,5973,258,335,327,2060,532,31,1857,1068,1197,1556,1892,1949,48,105,39
GW101-3H11_contig_1_1719,1216,1705,1366,1226,1493,1654,67,106,113,556,120,3,535,276,295,375,470,465,64,92,34
GW101-3H11_contig_1_172,916,926,906,841,946,1018,98,68,28,357,105,3,450,286,257,292,285,254,416,255,249
GW101-3H11_contig_1_1720,441,647,519,498,656,702,34,31,53,173,61,0,213,102,128,184,160,196,37,21,15
GW101-3H11_contig_1_1721,18,38,42,17,42,48,3,2,1,17,3,0,30,12,15,11,21,13,31,22,14
GW101-3H11_contig_1_1722,113,150,167,149,188,174,6,16,8,35,15,1,38,38,25,88,75,107,49,42,26
GW101-3H11_contig_1_1723,205,209,223,184,249,271,17,30,33,110,47,7,115,73,79,133,74,76,12,8,8
GW101-3H11_contig_1_1724,14,16,24,30,33,32,0,4,3,2,2,0,14,12,10,32,17,32,1,2,2
GW101-3H11_contig_1_1725,33,33,25,19,27,49,2,5,0,15,7,0,46,27,17,19,36,14,13,4,5
GW101-3H11_contig_1_1726,64,65,47,43,47,62,8,10,9,44,7,0,62,52,26,16,18,29,30,32,9
GW101-3H11_contig_1_1727,120,130,94,91,122,121,7,5,15,53,10,0,54,30,32,37,19,34,216,111,101
GW101-3H11_contig_1_1728,297,371,320,217,243,287,42,48,81,101,48,0,216,138,122,86,77,121,2716,1732,1636
GW101-3H11_contig_1_1729,222,280,290,217,227,275,21,20,20,87,22,1,174,127,121,96,83,91,221,286,119
GW101-3H11_contig_1_173,1226,1333,1182,864,1262,1176,108,154,101,410,107,3,826,424,501,494,425,558,1156,713,620
GW101-3H11_contig_1_1730,18,22,17,19,19,29,3,9,9,8,7,0,7,14,8,6,8,6,23,14,22
GW101-3H11_contig_1_1731,34,60,61,52,46,66,1,4,24,20,5,0,19,19,9,20,9,18,0,4,0
GW101-3H11_contig_1_1732,782,883,823,725,904,1054,49,36,79,175,57,5,317,154,159,385,276,246,39,35,23
GW101-3H11_contig_1_1733,2090,2402,2133,1736,2322,2525,100,90,144,575,132,13,986,473,525,1207,973,835,145,102,86
GW101-3H11_contig_1_1734,2149,2435,2150,1975,2536,2540,109,73,129,599,241,4,1409,745,788,2030,1778,1441,193,210,125
GW101-3H11_contig_1_1735,693,739,576,727,793,1027,78,75,88,271,135,10,383,232,231,198,210,231,97,64,64
GW101-3H11_contig_1_1736,513,575,471,609,783,736,23,15,6,200,42,10,257,184,156,143,133,153,48,37,19
GW101-3H11_contig_1_1737,112,135,113,215,190,236,6,13,1,45,14,0,40,47,41,53,48,29,17,22,11
GW101-3H11_contig_1_1738,42,43,36,48,74,51,3,4,4,13,4,0,24,8,16,17,8,17,3,9,9
GW101-3H11_contig_1_1739,348,282,280,459,477,532,48,57,73,151,41,2,190,108,108,149,149,125,162,120,107
GW101-3H11_contig_1_174,197,189,162,220,188,282,13,14,35,79,27,0,153,85,81,83,77,79,25,29,20
GW101-3H11_contig_1_1740,128,151,134,226,257,269,24,20,22,140,21,0,142,67,72,66,84,80,22,15,12
GW101-3H11_contig_1_1741,183,190,173,263,357,364,8,18,15,134,28,4,256,107,145,233,259,233,5,16,5
GW101-3H11_contig_1_1742,4,12,8,14,26,12,0,3,6,8,3,0,27,10,14,12,6,16,3,0,1
GW101-3H11_contig_1_1743,21727,24280,22083,24529,27414,35648,230,246,339,3599,1448,91,4315,2106,2433,7271,4831,3789,224,223,164
GW101-3H11_contig_1_1744,3232,3441,3225,2561,2615,3688,71,46,115,621,272,17,571,272,312,1125,722,555,34,32,16
GW101-3H11_contig_1_1745,11098,11830,11338,7715,8938,12107,254,187,227,2522,928,45,3081,1462,1576,4172,3389,2798,206,297,168
GW101-3H11_contig_1_1746,17794,19506,18938,14855,16070,23073,347,419,571,5273,1916,124,8054,3642,4099,8474,7749,6735,292,479,185
GW101-3H11_contig_1_1747,2818,3030,2754,2240,2482,3738,28,40,64,967,555,18,1975,936,875,1889,1845,1814,13,45,14
GW101-3H11_contig_1_1748,4003,4512,4176,3264,3563,4469,14,16,12,1454,739,36,2995,1522,1466,2766,2534,2667,131,155,73
GW101-3H11_contig_1_1749,3803,3583,3656,2256,2245,3041,15,11,7,614,118,15,1108,402,525,1321,1230,1254,51,29,29
GW101-3H11_contig_1_175,2167,2022,1747,2673,2728,3481,226,418,491,1412,439,15,1438,865,903,731,677,578,129,154,56
GW101-3H11_contig_1_1750,11414,16602,18771,17561,18663,22452,134,135,193,3479,1152,53,6775,2454,2902,11612,12024,11791,116,113,82
GW101-3H11_contig_1_1751,4723,6567,7023,5693,6354,8174,42,188,265,1105,320,23,1877,552,595,3335,2996,2828,65,183,53
GW101-3H11_contig_1_1752,2969,3716,4477,2603,3366,3692,45,60,125,618,172,9,666,275,292,1795,1292,1115,73,98,37
GW101-3H11_contig_1_1753,17223,22706,26468,20543,23138,31317,371,339,406,3389,1386,83,2721,1194,1513,7254,4847,3578,806,747,493
GW101-3H11_contig_1_1754,85,84,84,59,58,98,20,19,25,50,10,1,34,26,15,30,39,19,86,49,47
GW101-3H11_contig_1_1755,42,90,67,105,117,131,10,8,7,10,14,0,35,20,16,40,33,30,50,27,27
GW101-3H11_contig_1_1756,95,113,138,60,70,112,4,16,44,44,10,0,90,65,64,87,45,67,17,17,7
GW101-3H11_contig_1_1757,348,405,348,182,232,280,70,34,62,115,48,0,153,144,133,155,121,138,54,53,38
GW101-3H11_contig_1_1758,44,56,49,53,64,54,2,1,6,11,5,0,66,42,31,70,62,65,12,13,3
GW101-3H11_contig_1_1759,250,237,217,145,193,242,38,37,48,138,36,3,330,172,216,264,271,240,25,20,22
GW101-3H11_contig_1_176,97,116,150,135,172,159,7,12,15,46,11,1,69,52,38,47,56,55,5,1,4
GW101-3H11_contig_1_1760,234,180,241,143,145,222,13,6,10,98,34,2,269,191,197,238,244,227,10,6,11
GW101-3H11_contig_1_1761,959,994,1069,598,703,982,43,28,28,422,156,8,1219,805,844,1151,1228,1167,121,109,73
GW101-3H11_contig_1_1762,401,531,592,329,399,458,18,42,21,273,93,5,835,632,613,759,843,868,278,763,211
GW101-3H11_contig_1_1763,331,360,313,294,353,529,78,76,59,214,103,9,166,144,128,83,73,75,107,94,52
GW101-3H11_contig_1_1764,448,565,523,505,581,605,27,53,43,84,34,1,95,41,45,132,61,64,28,30,10
GW101-3H11_contig_1_1765,278,285,283,275,306,368,36,50,105,83,43,1,73,48,40,92,76,43,14,7,11
GW101-3H11_contig_1_1766,403,514,462,618,791,773,8,9,9,150,81,2,221,113,99,265,190,155,32,39,24
GW101-3H11_contig_1_1767,269,354,335,233,320,342,16,30,13,85,26,0,120,67,54,138,66,98,55,37,33
GW101-3H11_contig_1_1768,1034,1129,1006,1064,1365,1501,21,37,40,321,287,11,531,287,263,426,455,374,55,54,24
GW101-3H11_contig_1_1769,1811,2244,1861,1613,1721,2208,163,355,502,1025,530,22,1550,742,831,1010,864,734,74,53,27
GW101-3H11_contig_1_177,88,75,75,66,84,87,24,25,60,54,25,1,62,25,41,19,12,28,7,11,0
GW101-3H11_contig_1_1770,1817,2023,1860,1066,1459,1715,174,275,212,698,308,7,1422,651,672,983,882,998,115,123,36
GW101-3H11_contig_1_1771,2298,2908,2622,1678,1895,2379,233,428,644,927,508,16,1486,798,840,1039,886,1087,394,306,193
GW101-3H11_contig_1_1772,32,48,52,68,89,74,5,5,3,22,3,0,13,6,6,13,18,11,3,7,1
GW101-3H11_contig_1_1773,83,163,166,161,222,170,10,6,4,22,14,2,52,18,16,24,32,21,68,28,26
GW101-3H11_contig_1_1774,436,433,390,431,506,471,15,16,10,130,47,1,176,110,98,115,85,93,9,4,11
GW101-3H11_contig_1_1775,139,188,200,333,348,372,2,14,17,92,19,0,145,96,78,115,101,128,13,16,4
GW101-3H11_contig_1_1776,1257,1564,1387,1541,1726,2025,103,130,195,634,212,10,775,518,513,754,596,601,131,123,68
GW101-3H11_contig_1_1777,18,19,19,24,38,41,0,0,0,5,4,0,6,4,5,8,16,19,0,1,0
GW101-3H11_contig_1_1778,13,21,18,34,19,32,0,1,0,3,2,0,9,6,5,11,9,5,0,0,0
GW101-3H11_contig_1_1779,218,229,238,283,277,355,8,20,15,54,25,0,92,42,41,93,69,66,4,18,10
GW101-3H11_contig_1_178,16,12,10,8,18,28,1,1,1,14,1,0,10,5,5,4,9,9,40,29,24
GW101-3H11_contig_1_1780,1201,1014,1088,1224,1591,2681,101,148,125,474,265,11,358,238,212,251,232,239,108,69,34
GW101-3H11_contig_1_1781,382,367,392,317,381,374,67,97,109,172,47,2,286,167,178,238,232,216,35,57,25
GW101-3H11_contig_1_1782,335,381,329,529,556,630,26,36,27,210,105,5,615,330,391,298,203,252,34,32,21
GW101-3H11_contig_1_1783,197,253,198,301,339,359,2,7,5,77,33,1,124,77,67,72,55,65,56,41,27
GW101-3H11_contig_1_1784,371,520,609,558,704,726,41,32,62,147,36,3,205,81,116,164,146,146,43,35,23
GW101-3H11_contig_1_1785,272,318,306,235,273,315,17,9,24,89,38,1,107,70,77,65,74,106,1099,788,576
GW101-3H11_contig_1_1786,76,89,93,135,119,153,5,4,6,30,9,1,65,43,35,36,19,29,3,8,2
GW101-3H11_contig_1_1787,143,214,224,184,244,229,8,6,2,51,25,5,75,53,74,59,46,43,14,9,5
GW101-3H11_contig_1_1788,243,235,210,158,167,180,9,14,20,99,18,2,187,118,129,89,91,76,16,17,6
GW101-3H11_contig_1_1789,16,12,27,28,31,41,0,1,4,8,4,0,8,7,15,15,13,9,15,10,3
GW101-3H11_contig_1_179,205,240,261,83,149,156,66,36,74,99,33,0,191,92,102,102,145,175,6,11,0
GW101-3H11_contig_1_1790,50,39,35,44,72,66,5,1,0,5,2,0,19,11,4,13,11,15,0,1,1
GW101-3H11_contig_1_1791,31,18,51,48,64,56,3,4,5,34,2,0,32,13,16,14,12,12,100,53,64
GW101-3H11_contig_1_1792,43,36,43,41,65,93,5,3,5,24,10,0,22,21,12,23,9,29,18,11,7
GW101-3H11_contig_1_1793,533,489,494,480,601,804,23,27,22,200,123,7,325,182,189,185,151,147,206,144,117
GW101-3H11_contig_1_1794,82,78,96,82,78,119,12,11,10,38,14,1,51,46,49,52,41,41,5,6,3
GW101-3H11_contig_1_1795,208,208,169,149,186,220,13,15,28,90,24,2,150,101,97,114,63,138,21,13,23
GW101-3H11_contig_1_1796,92,114,83,95,87,167,7,25,26,59,15,2,54,22,40,43,26,18,20,6,6
GW101-3H11_contig_1_1797,525,589,420,481,617,701,49,68,69,142,47,3,75,53,57,72,53,42,469,147,259
GW101-3H11_contig_1_1798,31,39,35,42,37,34,2,0,9,17,3,0,11,2,13,5,0,6,4,6,3
GW101-3H11_contig_1_1799,893,927,921,519,646,808,61,50,80,294,109,3,499,343,266,382,280,272,127,111,69
GW101-3H11_contig_1_18,196,275,213,254,332,376,10,3,10,90,29,0,152,117,89,84,81,96,6,15,4
GW101-3H11_contig_1_180,34,71,47,12,25,23,37,39,35,19,8,1,49,24,41,23,33,35,16,21,8
GW101-3H11_contig_1_1800,201,164,233,100,97,149,76,53,77,46,12,3,51,30,27,27,36,29,20,2,16
GW101-3H11_contig_1_1801,79,73,59,52,60,45,36,34,47,35,8,1,35,32,26,16,14,13,3,1,1
GW101-3H11_contig_1_1802,703,727,651,545,559,762,100,59,86,342,122,6,433,271,279,259,234,191,134,102,67
GW101-3H11_contig_1_1803,176,222,197,194,251,235,10,13,22,50,7,0,95,56,52,63,41,49,28,25,8
GW101-3H11_contig_1_1804,794,989,851,861,1016,1061,58,38,31,244,65,1,437,287,224,347,301,268,29,60,19
GW101-3H11_contig_1_1805,124,154,165,201,202,193,5,8,6,42,13,0,101,78,98,83,78,104,57,39,25
GW101-3H11_contig_1_1806,1956,2156,1992,1724,1805,2390,143,182,262,700,168,5,929,464,501,554,463,506,137,108,65
GW101-3H11_contig_1_1807,559,632,613,656,646,862,48,27,86,212,70,3,246,125,179,177,152,118,45,26,23
GW101-3H11_contig_1_1808,2322,2469,2719,1944,2184,2627,163,279,421,762,304,14,1060,735,644,1194,1138,1164,599,452,328
GW101-3H11_contig_1_1809,236,264,302,296,369,440,43,48,100,85,30,1,155,81,86,175,139,138,56,72,40
GW101-3H11_contig_1_181,381,546,605,177,226,290,104,81,111,179,56,2,237,179,131,197,228,221,56,55,38
GW101-3H11_contig_1_1810,1994,2465,2719,1920,2124,2727,99,65,121,766,330,25,1340,780,822,970,960,1038,155,195,93
GW101-3H11_contig_1_1811,3180,3810,3998,2844,3332,4360,191,345,380,1377,467,36,2148,1085,1045,1758,1594,1551,212,262,108
GW101-3H11_contig_1_1812,3106,3845,4118,2941,3657,4786,223,298,374,1257,426,22,2048,1036,1150,1970,2044,1654,199,338,145
GW101-3H11_contig_1_1813,1997,2344,2579,2040,2321,2825,55,53,106,587,226,10,871,431,465,935,773,759,95,112,59
GW101-3H11_contig_1_1814,1473,1540,1639,1256,1466,1740,51,55,119,430,148,11,663,422,372,555,448,484,137,99,110
GW101-3H11_contig_1_1815,933,1103,1119,907,963,1097,61,81,117,294,103,9,328,176,188,324,223,253,51,39,18
GW101-3H11_contig_1_1816,1618,1895,1940,1609,1858,2265,35,77,180,372,129,5,558,268,303,546,414,393,68,71,38
GW101-3H11_contig_1_1817,949,1266,1209,1426,1696,1879,32,53,123,298,84,3,419,172,213,404,269,213,92,69,56
GW101-3H11_contig_1_1818,1123,1447,1413,1286,1623,1822,44,58,93,346,107,2,545,310,295,482,466,463,116,81,62
GW101-3H11_contig_1_1819,1203,1412,1477,1499,1660,1916,142,100,244,351,146,5,294,187,158,371,348,278,55,47,25
GW101-3H11_contig_1_182,28,42,54,32,38,52,3,17,9,12,4,0,29,15,10,17,12,12,20,17,7
GW101-3H11_contig_1_1820,2247,2605,2581,2313,2747,3332,222,282,396,620,205,8,549,298,315,550,442,296,146,122,72
GW101-3H11_contig_1_1821,3524,3500,3725,2704,2942,3796,116,172,270,1084,522,13,1797,1153,1201,1245,969,1042,417,341,189
GW101-3H11_contig_1_1822,2221,2662,2963,2525,2815,2991,61,134,354,486,229,8,746,473,490,596,545,459,167,145,117
GW101-3H11_contig_1_1823,2909,3063,3028,2158,2487,3063,200,182,198,741,248,8,947,608,541,722,669,531,94,102,61
GW101-3H11_contig_1_1824,1604,1849,1815,1544,1832,2135,80,37,59,445,154,8,512,358,309,705,399,403,125,83,67
GW101-3H11_contig_1_1825,5024,5114,4792,4346,5087,6395,76,105,321,1013,578,23,1569,962,946,1504,1068,1074,177,172,95
GW101-3H11_contig_1_1826,8659,8749,8033,7500,8878,11785,203,274,473,1919,1046,31,2392,1213,1247,2132,1615,1064,189,193,102
GW101-3H11_contig_1_1827,4632,4651,4403,4230,5099,6277,244,285,312,1005,661,23,1274,759,822,1057,730,733,344,243,231
GW101-3H11_contig_1_1828,538,561,584,344,429,607,47,61,91,163,57,6,222,165,140,145,104,107,1252,924,659
GW101-3H11_contig_1_1829,1346,1530,1389,1443,1708,2029,77,79,77,581,247,13,874,602,562,500,489,617,217,156,129
GW101-3H11_contig_1_183,15,14,10,16,8,17,2,0,0,10,3,0,17,4,10,5,5,7,5,6,3
GW101-3H11_contig_1_1830,385,351,413,407,483,516,23,27,32,122,42,3,157,83,67,73,58,92,81,69,55
GW101-3H11_contig_1_1831,323,346,340,418,491,581,17,21,38,115,32,1,130,82,85,94,82,75,282,193,156
GW101-3H11_contig_1_1832,789,776,717,680,712,963,204,184,127,397,97,3,384,291,241,249,205,209,68,68,49
GW101-3H11_contig_1_1833,870,875,798,1021,1206,1468,79,66,44,426,113,4,518,321,379,331,323,241,76,68,50
GW101-3H11_contig_1_1834,8391,8703,5694,19649,20824,42749,162,156,169,3058,1318,91,5612,2845,3333,3729,3534,2929,195,192,133
GW101-3H11_contig_1_1835,1027,1211,985,973,1134,1499,74,123,83,364,101,9,638,446,419,629,540,572,69,56,36
GW101-3H11_contig_1_1836,803,986,859,969,1087,1653,31,57,79,231,66,0,492,235,278,365,279,352,68,47,19
GW101-3H11_contig_1_1837,832,737,692,879,851,2301,67,75,71,202,59,3,259,148,144,168,145,150,53,54,34
GW101-3H11_contig_1_1838,78,116,130,243,290,313,2,6,5,49,17,0,81,36,44,84,53,66,6,11,8
GW101-3H11_contig_1_1839,74,122,125,252,274,309,2,3,0,28,11,0,62,35,33,99,67,65,7,19,8
GW101-3H11_contig_1_184,7,7,4,7,5,9,4,6,11,7,0,0,12,2,9,5,0,3,4,4,3
GW101-3H11_contig_1_1840,127,198,192,353,507,413,2,2,0,59,19,0,207,81,84,229,176,124,25,40,16
GW101-3H11_contig_1_1841,559,779,860,939,1201,1110,15,21,13,299,160,4,680,377,380,630,535,557,95,58,45
GW101-3H11_contig_1_1842,48,63,62,76,65,84,1,3,0,13,6,1,41,27,20,23,34,21,20,14,13
GW101-3H11_contig_1_1843,136,495,199,125,151,210,42,50,19,175,50,1,133,72,95,60,97,78,42,76,52
GW101-3H11_contig_1_1844,260,1032,298,123,177,214,58,116,79,335,57,1,263,152,149,107,156,255,2411,996,2251
GW101-3H11_contig_1_1845,240,289,219,161,200,192,65,75,87,122,50,0,130,103,99,42,36,46,3464,2361,2441
GW101-3H11_contig_1_1846,23,34,20,24,21,23,1,2,0,13,8,0,17,17,11,5,4,14,50,13,13
GW101-3H11_contig_1_1847,27,28,23,22,15,17,1,0,5,7,3,0,9,16,7,3,2,7,8,5,4
GW101-3H11_contig_1_1848,35,14,23,40,49,47,3,0,0,10,12,0,10,9,7,2,8,4,3,2,0
GW101-3H11_contig_1_1849,15,23,21,9,20,16,0,0,0,11,2,0,6,6,11,3,2,6,3,1,1
GW101-3H11_contig_1_185,429,401,363,350,372,413,83,50,27,207,68,1,226,202,183,93,97,116,42,26,25
GW101-3H11_contig_1_1850,57,49,57,66,64,111,1,2,0,15,9,0,25,12,16,6,12,22,2,8,0
GW101-3H11_contig_1_1851,192,199,181,98,118,127,18,15,16,62,19,3,100,59,68,66,31,41,15,3,9
GW101-3H11_contig_1_1852,79,90,101,83,65,74,13,20,20,21,4,0,31,30,32,31,41,30,12,1,9
GW101-3H11_contig_1_1853,47,54,54,41,43,39,5,7,13,22,1,0,39,32,16,15,25,26,13,11,5
GW101-3H11_contig_1_1854,100,95,88,60,74,82,8,12,17,41,11,0,67,36,39,58,23,55,239,182,134
GW101-3H11_contig_1_1855,272,383,375,522,572,659,10,19,19,118,26,2,166,106,81,121,98,119,16,15,14
GW101-3H11_contig_1_1856,164,201,231,226,274,229,2,3,4,50,17,0,97,63,53,63,50,90,6,7,10
GW101-3H11_contig_1_1857,289,302,327,317,341,346,25,19,46,87,34,4,101,78,50,76,61,49,20,19,6
