"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GW101-3H11_contig_1_3205",65.3433901528936,0.149816413410194,0.234930250207513,0.428947216323186,0.605932281056477
"GW101-3H11_contig_1_3206",67.0269496486992,-0.078718451354632,0.212744107549138,0.657911452252791,0.799981906542203
"GW101-3H11_contig_1_3207",42.3407395314433,-0.0413688599456053,0.238631507463695,0.825319418894794,0.908584978045514
"GW101-3H11_contig_1_3208",143.914425755146,-0.2052102591238,0.182677640345462,0.20237122786788,0.368719037461374
"GW101-3H11_contig_1_3209",76.1632042211994,-0.450276394861666,0.230463342105674,0.0196246120102051,0.062121615270643
"GW101-3H11_contig_1_321",46.2178042828591,-0.0379775508425498,0.239381366143199,0.839408311069703,0.91631721753327
"GW101-3H11_contig_1_3210",27.4990971001557,0.0266482393931078,0.281219278039518,0.892963891183988,0.940421580979055
"GW101-3H11_contig_1_3211",226.969699980653,0.139016499222581,0.153889767829787,0.325160058280158,0.507992093572975
"GW101-3H11_contig_1_3212",563.160443569169,-0.35754395070737,0.161181219731163,0.0147434431512384,0.0492232093771893
"GW101-3H11_contig_1_3213",104.872093072776,-0.0127859340901269,0.207252816504543,0.941721811370547,0.967379517440504
"GW101-3H11_contig_1_3214",2565.70361031713,-0.00716672536491608,0.131372745935682,0.951496251361603,0.973103309092771
"GW101-3H11_contig_1_3215",403.679187756354,0.0944085789619455,0.126719114526248,0.430926230613949,0.607023491156188
"GW101-3H11_contig_1_3216",64.5960410556758,0.0285570981563451,0.212142104351417,0.8738552424517,0.931786240014146
"GW101-3H11_contig_1_3217",70.5467921440638,0.520129151017495,0.276693853813251,0.017952874545254,0.0577898248844627
"GW101-3H11_contig_1_3218",2288.92146895538,-0.335846952694359,0.231040579687516,0.0773932886522213,0.178827589544358
"GW101-3H11_contig_1_3219",5311.23145112129,-0.299826894045859,0.209372064687117,0.0921405631775918,0.205614572063869
"GW101-3H11_contig_1_322",182.910093745603,-0.207024074077012,0.15265776956373,0.138929825403293,0.280121430625932
"GW101-3H11_contig_1_3220",261.216632925242,-0.186476057735072,0.162110115431722,0.204334108130624,0.370948985412276
"GW101-3H11_contig_1_3221",18.7014916918272,-0.260422986096877,0.428293018374585,0.174316684324663,0.331121493153521
"GW101-3H11_contig_1_3222",35.6424199270963,-0.250874104455463,0.299521442987476,0.234381839841059,0.406272790263334
"GW101-3H11_contig_1_3223",214.278961454073,-0.138787440216535,0.149494658121509,0.313191203245064,0.494596500119875
"GW101-3H11_contig_1_3224",586.130445796983,0.0531638717673524,0.155552107333497,0.710382603115121,0.833726119480043
"GW101-3H11_contig_1_3225",12076.1654292033,1.58396278770741,0.299626506789816,9.29586980708284e-09,1.62726993018687e-07
"GW101-3H11_contig_1_3226",2350.23721354769,1.42900250151002,0.31151804333391,3.50904730251774e-07,4.63568542311276e-06
